Año,Trimestre,Provincia,Banda ancha fija,Dial up,Total_Conexiones,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Accesos por cada 100 hogares
2014,3,Tucumán,131978,88,132066,6000000,32716000,84668,14101000,559000000,4000000,0,0,33.94
2014,2,Buenos Aires,2750430,14116,2764546,6902000,162274000,2288772,140226000,56549000,284000000,4309,0,55.06
2014,2,Capital Federal,1299502,10713,1310215,847000000,81431000,1078213,87359000,56004000,59000000,6427,0,113.14
2014,2,Catamarca,24660,23,24683,19000000,8844000,13794,1915000,111000000,0,0,0,24.7
2014,2,Chaco,63243,36,63279,412000000,14854000,41530,5418000,1085000,5000000,0,0,20.96
2014,2,Chubut,68503,2016,70519,2064000,6582000,61868,0,0,0,0,0,41.41
2014,2,Córdoba,576747,205,576952,2105000,101598000,429536,28698000,14824000,76000000,627,0,53.45
2014,2,Corrientes,62925,33,62958,20000000,15563000,41219,5199000,956000000,0,0,0,22.58
2014,2,Entre Ríos,135468,115,135583,2187000,32781000,86757,12564000,1162000,0,44,0,34.69
2014,2,Formosa,25535,65,25600,2032000,8218000,13944,1321000,85000000,0,0,0,17.54
2014,2,Jujuy,34359,2,34361,1873000,11233000,18851,2305000,82000000,0,0,0,18.71
2014,2,La Pampa,55048,580,55628,7032000,6761000,34089,18000000,5000000,4000000,10,0,49.71
2014,2,La Rioja,15889,23,15912,10000000,4785000,9719,1337000,61000000,0,0,0,16.5
2014,2,Mendoza,165046,1761,166807,35000000,6000000,166710,31000000,10000000,5000000,10,0,32.1
2014,2,Misiones,74689,0,74689,540000000,13644000,53245,5924000,1334000,2000000,0,0,23.37
2014,2,Neuquén,90053,2235,92288,1531000,3206000,79087,92000000,2289000,2000000,30,0,50.84
2014,2,Río Negro,94812,1145,95957,3468000,5507000,84978,78000000,1569000,2000000,8,0,45.33
2014,2,Salta,91949,25,91974,53000000,18818000,64440,8293000,388000000,0,0,0,28.91
2014,2,San Juan,50891,755,51646,10000000,507000000,51129,0,0,0,0,0,27.78
2014,2,San Luis,12691,364,13055,7000000,0,13045,0,0,1000000,2,0,9.72
2014,2,Santa Cruz,26710,459,27169,153000000,1637000,25374,2000000,0,0,0,0,29.38
2014,2,Santa Fe,511753,605,512358,8515000,115197000,353559,23939000,10058000,34000000,792,0,48.39
2014,2,Santiago Del Estero,38002,9,38011,1231000,9914000,23842,2867000,142000000,0,0,0,16.7
2014,2,Tierra Del Fuego,27443,766,28209,12000000,334000000,31198,2000000,0,0,0,0,64.36
2014,2,Tucumán,131981,88,132069,6000000,32714000,84675,14101000,559000000,4000000,0,0,33.94
2014,1,Buenos Aires,2725732,14144,2739876,8469000,171244000,2279875,121787000,38923000,206000000,4037,0,54.57
2014,1,Capital Federal,1289204,10714,1299918,852000000,88826000,1096050,70293000,38798000,55000000,6208,0,112.25
2014,1,Catamarca,24209,23,24232,19000000,9147000,13330,1672000,64000000,0,0,0,24.25
2014,1,Chaco,62520,36,62556,438000000,15849000,40869,4644000,741000000,5000000,0,0,20.72
2014,1,Chubut,68205,2016,70221,7452000,10000000,61329,0,0,0,0,0,41.24
2014,1,Córdoba,566705,205,566910,2076000,107705000,423114,24112000,9818000,40000000,588,0,52.52
2014,1,Corrientes,62203,33,62236,20000000,16357000,40742,4486000,630000000,0,0,0,22.32
2014,1,Entre Ríos,134216,115,134331,2177000,35206000,85248,10828000,746000000,0,43,0,34.37
2014,1,Formosa,25335,87,25422,2062000,8475000,13685,1133000,67000000,0,0,0,17.42
2014,1,Jujuy,33825,2,33827,1832000,11498000,18415,2001999,56000000,0,0,0,18.42
2014,1,La Pampa,53601,592,54193,7434000,6535000,32501,17000000,5000000,4000000,10,0,48.43
2014,1,La Rioja,15688,23,15711,10000000,5111000,9390,1165000,35000000,0,0,0,16.29
2014,1,Mendoza,164084,1761,165845,35000000,6000000,166655,19000000,10000000,6000000,9,0,31.91
2014,1,Misiones,73950,0,73950,545000000,14460000,52852,5139000,958000000,0,0,0,23.14
2014,1,Neuquén,88077,2303,90380,4133000,987000000,77148,84000000,1582000,2000000,22,0,49.79
2014,1,Río Negro,93909,1157,95066,4670000,4618000,84304,73000000,1062000,1000000,8,0,44.91
2014,1,Salta,91265,25,91290,53000000,19677000,64061,7192000,314000000,0,0,0,28.7
2014,1,San Juan,50543,755,51298,531000000,2000000,51056,0,0,0,0,0,27.6
2014,1,San Luis,12193,364,12557,7000000,3000000,12544,0,1000000,0,2,0,9.35
2014,1,Santa Cruz,26304,460,26764,161000000,1625000,24972,1000000,1000000,0,0,0,28.94
2014,1,Santa Fe,506000,612,506612,8456000,124468000,345225,20328000,6845000,23000000,668,0,47.85
2014,1,Santiago Del Estero,37124,9,37133,1234000,10531000,22817,2422000,109000000,0,0,0,16.31
2014,1,Tierra Del Fuego,27272,766,28038,12000000,607000000,30902,6000000,0,0,0,0,63.97
2014,1,Tucumán,129944,88,130032,6000000,34672000,83210,11779000,362000000,3000000,0,0,33.42
